188.220.0.0/16,"BSKYB-BROADBAND-AS Sky UK Limited",GB
188.226.128.0/17,NO_N,ZZ
188.230.0.0/17,"ABUA-AS LLC AB Ukraine",UA
188.230.113.0/24,"ABUA-AS LLC AB Ukraine",UA
188.230.120.0/22,"VALOR-AS LLC _TC Valor_",UA
188.230.56.0/21,"ABUA-AS LLC AB Ukraine",UA
188.235.32.0/20,"VORONEZH-AS JSC _ER-Telecom Holding_",RU
188.24.0.0/14,"RCS-RDS RCS & RDS SA",RO
188.241.112.0/21,"ROHOSTWAY-AS EASYHOST SRL",RO
188.246.64.0/19,"BLICNET-AS Blicnet d.o.o.",BA
188.247.176.0/20,"ORBITA-PLUS-AS 2DAY Telecom LLP",KZ
188.247.192.0/19,"ORBITA-PLUS-AS 2DAY Telecom LLP",KZ
188.39.0.0/16,"ENTANET ENTANET International Limited",GB
188.4.0.0/16,"FORTHNET-GR Forthnet",EU
188.40.0.0/16,"HETZNER-AS Hetzner Online GmbH",DE
188.40.133.0/26,"HETZNER-AS Hetzner Online GmbH",DE
188.40.45.64/26,"HETZNER-AS Hetzner Online GmbH",DE
188.40.53.64/26,"HETZNER-AS Hetzner Online GmbH",DE
188.40.98.128/26,"HETZNER-AS Hetzner Online GmbH",DE
188.42.240.0/21,"SERVERCLUB-AS ServerClub Inc",US
188.64.184.0/23,"UKHOST4U Paul David Hughes trading as Hosting Systems",GB
188.65.112.0/21,NO_N,ZZ
188.68.224.0/19,NO_N,ZZ
188.72.126.0/24,NO_N,ZZ
188.72.127.0/24,NO_N,ZZ
188.72.96.0/24,NO_N,ZZ
188.73.192.0/18,"WIND-HELLAS WIND HELLAS TELECOMMUNICATIONS SA",GR
188.75.104.0/24,"HOMATELECOM Toseh Ertebatat Homa (Private Joint Stock)",IR
188.75.128.0/18,NO_N,ZZ
188.80.0.0/14,"MEO-RESIDENCIAL MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.",PT
188.93.144.0/24,"MIJNDOMEIN mijndomein.nl BV",NL
188.95.224.0/21,"CNHAB City Network Hosting AB",SE
188.96.0.0/12,"VODANET Vodafone GmbH",DE
189.0.80.0/20,"TELEFÔNICA BRASIL S.A",BR
189.1.48.0/20,"Gigalink de Nova Friburgo Soluções em Rede Multimi",BR
189.10.0.0/15,"Brasil Telecom S/A - Filial Distrito Federal",BR
189.10.128.0/18,"Brasil Telecom S/A - Filial Distrito Federal",BR
189.101.0.0/18,"CLARO S.A.",BR
189.105.0.0/16,"Telemar Norte Leste S.A.",BR
189.105.192.0/19,"Telemar Norte Leste S.A.",BR
189.106.160.0/19,"Telemar Norte Leste S.A.",BR
189.107.32.0/19,"Telemar Norte Leste S.A.",BR
189.11.128.0/18,"Brasil Telecom S/A - Filial Distrito Federal",BR
189.110.0.0/15,"TELEFÔNICA BRASIL S.A",BR
189.114.192.0/18,"Global Village Telecom",BR
189.115.120.0/21,"Global Village Telecom",BR
189.12.0.0/15,"Telemar Norte Leste S.A.",BR
189.121.64.0/19,"CLARO S.A.",BR
189.123.128.0/18,"CLARO S.A.",BR
189.124.128.0/17,"CABO SERVICOS DE TELECOMUNICACOES LTDA",BR
189.124.25.0/24,"Net Rosas Comércio e Serviços em Informática Ltda.",BR
189.124.32.0/20,"SIGMABBS Comercio e Inf por Telep Ltda",BR
189.124.96.0/20,"Durand do Brasil Ltda",BR
189.125.0.0/16,"LVLT-3549 - Level 3 Communications, Inc.",US
189.125.64.0/23,"LVLT-3549 - Level 3 Communications, Inc.",US
189.129.96.0/19,"Uninet S.A. de C.V.",MX
189.133.192.0/19,"Uninet S.A. de C.V.",MX
189.143.0.0/18,"Uninet S.A. de C.V.",MX
189.144.0.0/17,"Uninet S.A. de C.V.",MX
189.15.32.0/20,"ALGAR TELECOM S/A",BR
189.157.90.0/24,"Uninet S.A. de C.V.",MX
189.162.0.0/16,"Uninet S.A. de C.V.",MX
189.164.224.0/19,"Uninet S.A. de C.V.",MX
189.177.160.0/19,"Uninet S.A. de C.V.",MX
189.18.0.0/15,"TELEFÔNICA BRASIL S.A",BR
189.18.0.0/16,"TELEFÔNICA BRASIL S.A",BR
189.192.0.0/13,"Mega Cable, S.A. de C.V.",MX
189.196.0.0/17,"Mega Cable, S.A. de C.V.",MX
189.201.208.0/20,NO_N,ZZ
189.204.160.0/19,"Cablemas Telecomunicaciones SA de CV",MX
189.220.130.0/23,"Cablemas Telecomunicaciones SA de CV",MX
189.224.0.0/12,"Uninet S.A. de C.V.",MX
189.239.0.0/17,"Uninet S.A. de C.V.",MX
189.24.0.0/16,"Telemar Norte Leste S.A.",BR
189.244.0.0/19,"Uninet S.A. de C.V.",MX
189.248.0.0/19,"Uninet S.A. de C.V.",MX
189.25.128.0/18,"Telemar Norte Leste S.A.",BR
189.253.0.0/19,"Uninet S.A. de C.V.",MX
189.26.128.0/18,"Global Village Telecom",BR
189.27.0.0/17,"Global Village Telecom",BR
189.27.128.0/17,"Global Village Telecom",BR
189.28.144.0/20,"FOX TELECOMUNICAÇÃO E INTERNET LTDA.",BR
189.3.0.0/16,"CLARO S.A.",BR
189.30.0.0/15,"Brasil Telecom S/A - Filial Distrito Federal",BR
189.33.0.0/16,"CLARO S.A.",BR
189.34.204.0/22,"CLARO S.A.",BR
189.34.64.0/18,"CLARO S.A.",BR
189.38.80.0/20,"IPV6 Internet Ltda",BR
189.38.88.0/21,"IPV6 Internet Ltda",BR
189.4.0.0/14,"CLARO S.A.",BR
189.4.136.0/22,"CLARO S.A.",BR
189.45.200.0/22,"TPA TELECOMUNICACOES LTDA",BR
189.46.0.0/15,"TELEFÔNICA BRASIL S.A",BR
189.49.224.0/19,"Telemar Norte Leste S.A.",BR
189.5.192.0/18,"CLARO S.A.",BR
189.62.64.0/19,"CLARO S.A.",BR
189.70.0.0/15,"Telemar Norte Leste S.A.",BR
189.72.128.0/18,"Brasil Telecom S/A - Filial Distrito Federal",BR
189.72.64.0/18,"Brasil Telecom S/A - Filial Distrito Federal",BR
189.74.192.0/18,"Brasil Telecom S/A - Filial Distrito Federal",BR
189.74.64.0/18,"Brasil Telecom S/A - Filial Distrito Federal",BR
189.75.128.0/18,"Brasil Telecom S/A - Filial Distrito Federal",BR
189.76.71.0/24,"Vegas Telecom Informática Ltda.",BR
189.78.0.0/15,"TELEFÔNICA BRASIL S.A",BR
189.82.32.0/19,"Telemar Norte Leste S.A.",BR
189.83.0.0/16,"Telemar Norte Leste S.A.",BR
189.83.96.0/19,"Telemar Norte Leste S.A.",BR
189.84.112.0/20,"Infoway Servicos de Informatica Ltda",BR
189.91.16.0/20,"Rede Brasileira de Comunicacao Ltda",BR
189.93.192.0/18,"Claro S/A",BR
190.0.0.0/19,"EPM Telecomunicaciones S.A. E.S.P.",CO
190.10.9.128/25,"RADIOGRAFICA COSTARRICENSE",CR
190.103.199.0/24,"NODOCOOP Federación de Cooperativas Ltda.",AR
190.107.177.192/26,"Gtd Internet S.A.",CL
190.111.112.0/21,Transdatos,AR
190.111.6.0/24,"Navega.com S.A.",GT
190.112.230.0/23,"Columbus Communications Curacao NV",CW
190.120.176.0/20,"COSEIDI S.A.",AR
190.128.215.0/24,"Telecel S.A.",PY
190.144.0.0/14,"Telmex Colombia S.A.",CO
190.144.32.0/19,"Telmex Colombia S.A.",CO
190.144.32.0/20,"Telmex Colombia S.A.",CO
190.148.192.0/18,Telgua,GT
190.15.36.0/22,"Net Onze Provedor de Acesso a Internet Ltda",BR
190.151.151.0/24,"Lima Video Cable S.A. (Cabletel)",AR
190.18.0.0/15,"CABLEVISION S.A.",AR
190.180.160.0/19,"Ver Tv Comunicações S/A",BR
190.182.192.0/22,"Red Intercable Digital S.A.",AR
190.196.0.0/19,"Gtd Internet S.A.",CL
190.197.120.0/21,"Belize Telemedia Limited",BZ
190.200.224.0/19,"CANTV Servicios, Venezuela",VE
190.202.144.0/21,"CANTV Servicios, Venezuela",VE
190.202.32.0/20,"CANTV Servicios, Venezuela",VE
190.202.64.0/18,"CANTV Servicios, Venezuela",VE
190.205.224.0/19,"CANTV Servicios, Venezuela",VE
190.206.160.0/19,"CANTV Servicios, Venezuela",VE
190.207.0.0/16,"CANTV Servicios, Venezuela",VE
190.209.128.0/20,"Telmex Servicios Empresariales S.A.",CL
190.21.0.0/16,"TELEFÓNICA CHILE S.A.",CL
190.210.128.0/18,"NSS S.A.",AR
190.214.124.0/22,"CORPORACION NACIONAL DE TELECOMUNICACIONES - CNT EP",EC
190.214.200.0/21,"CORPORACION NACIONAL DE TELECOMUNICACIONES - CNT EP",EC
190.224.64.0/21,"Telecom Argentina S.A.",AR
190.224.80.0/21,"Telecom Argentina S.A.",AR
190.228.24.0/21,"Telecom Argentina S.A.",AR
190.231.208.0/21,"Telecom Argentina S.A.",AR
190.231.96.0/21,"Telecom Argentina S.A.",AR
190.233.0.0/19,"Telefonica del Peru S.A.A.",PE
190.234.104.0/24,"Telefonica del Peru S.A.A.",PE
190.235.64.0/19,"Telefonica del Peru S.A.A.",PE
190.236.240.0/20,"Telefonica del Peru S.A.A.",PE
190.238.153.0/24,"Telefonica del Peru S.A.A.",PE
190.242.124.0/24,"COLUMBUS-NETWORKS - Columbus Networks USA, Inc.",US
190.244.224.0/19,"CABLEVISION S.A.",AR
190.25.0.0/16,"ETB - Colombia",CO
190.26.0.0/16,"ETB - Colombia",CO
190.31.224.0/21,"Telecom Argentina S.A.",AR
190.37.128.0/19,"CANTV Servicios, Venezuela",VE
190.38.32.0/19,"CANTV Servicios, Venezuela",VE
190.39.192.0/19,"CANTV Servicios, Venezuela",VE
190.42.0.0/16,"Telefonica del Peru S.A.A.",PE
190.42.87.0/24,"Telefonica del Peru S.A.A.",PE
190.43.0.0/16,"Telefonica del Peru S.A.A.",PE
190.5.219.0/24,"I-SUR WISP S.R.L.",AR
190.58.240.0/20,"Telecommunication Services of Trinidad and Tobago",TT
190.60.0.0/15,"IFX18747 - IFX Corporation",US
190.74.160.0/19,"CANTV Servicios, Venezuela",VE
190.75.160.0/19,"CANTV Servicios, Venezuela",VE
190.78.224.0/19,"CANTV Servicios, Venezuela",VE
190.8.96.0/20,"Gtd Internet S.A.",CL
190.80.0.0/20,"Guyana Telephone & Telegraph Co.",GY
190.82.92.0/29,"Telefonica Empresas",CL
190.84.132.0/22,"Telmex Colombia S.A.",CO
190.84.76.0/22,"Telmex Colombia S.A.",CO
190.85.0.0/16,"Telmex Colombia S.A.",CO
190.9.192.0/22,"EPM Telecomunicaciones S.A. E.S.P.",CO
190.90.226.0/24,"INTERNEXA S.A. E.S.P",CO
190.90.241.0/24,"TRANSNEXA S.A. E.M.A.",EC
190.92.53.0/24,"CABLECOLOR S.A.",HN
190.93.224.0/21,"Stel Chile S.A.",CL
190.96.176.0/21,"TELEBUCARAMANGA S.A. E.S.P.",CO
190.99.160.0/20,EMCATEL,CO
191.101.54.0/23,NO_N,ZZ
191.101.67.128/25,"ASGHOSTNET GHOSTnet GmbH",DE
191.103.0.0/20,"Internet Para Todos - Gobierno de La Rioja",AR
191.17.0.0/16,"TELEFÔNICA BRASIL S.A",BR
191.178.128.0/18,"CLARO S.A.",BR
191.180.64.0/18,"CLARO S.A.",BR
191.181.0.0/16,"CLARO S.A.",BR
191.181.128.0/17,"CLARO S.A.",BR
191.181.224.0/19,"CLARO S.A.",BR
191.183.16.0/20,"CLARO S.A.",BR
191.183.240.0/20,"CLARO S.A.",BR
191.185.0.0/16,"CLARO S.A.",BR
191.187.224.0/20,"CLARO S.A.",BR
191.188.0.0/14,"CLARO S.A.",BR
191.189.120.0/22,"CLARO S.A.",BR
191.190.0.0/18,"CLARO S.A.",BR
191.190.32.0/19,"CLARO S.A.",BR
191.20.0.0/14,"TELEFÔNICA BRASIL S.A",BR
191.223.128.0/18,"Brasil Telecom S/A - Filial Distrito Federal",BR
191.232.0.0/13,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation",US
191.232.0.0/14,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation",US
191.240.212.0/23,"Digital Provedor de Internet Ltda",BR
191.247.225.0/24,"Claro S/A",BR
191.247.226.0/23,"Claro S/A",BR
191.247.231.0/24,"Claro S/A",BR
191.248.0.0/14,"Global Village Telecom",BR
191.251.160.0/19,"Global Village Telecom",BR
191.251.96.0/19,"Global Village Telecom",BR
191.254.0.0/15,"TELEFÔNICA BRASIL S.A",BR
191.32.176.0/20,"Global Village Telecom",BR
191.34.0.0/19,"Global Village Telecom",BR
191.52.240.0/21,"Conectel Telecomunicações e Informática Ltda ME",BR
191.54.0.0/15,"ALGAR TELECOM S/A",BR
191.6.122.0/23,NO_N,ZZ
191.6.164.0/24,NO_N,ZZ
191.6.230.0/24,NO_N,ZZ
191.7.48.0/24,NO_N,ZZ
191.8.0.0/14,"TELEFÔNICA BRASIL S.A",BR
191.84.0.0/15,"Telefonica de Argentina",AR
192.100.120.0/24,"AS6453 - TATA COMMUNICATIONS (AMERICA) INC",US
192.111.144.0/20,"DACEN-2 - Centrilogic, Inc.",US
192.111.146.32/29,"DACEN-2 - Centrilogic, Inc.",US
192.114.64.0/20,"BEZEQ-INTERNATIONAL-AS Bezeq International-Ltd",IL
192.145.232.0/21,"IMH-WEST - InMotion Hosting, Inc.",US
192.145.232.0/22,"IMH-WEST - InMotion Hosting, Inc.",US
192.145.238.0/24,"IMH-WEST - InMotion Hosting, Inc.",US
192.151.144.0/20,"DATASHACK - DataShack, LC",US
192.151.236.0/24,"NOBIS-TECH - Nobis Technology Group, LLC",US
192.152.132.0/23,"COMCAST-33287 - Comcast Cable Communications, Inc.",US
192.155.240.0/20,"SOFTLAYER - SoftLayer Technologies Inc.",US
192.157.192.0/18,"ENZUINC-US - Enzu Inc",US
192.162.100.0/22,"SUPERSERVERSDATACENTER MediaServicePlus Ltd.",RU
192.162.236.0/22,"VINASTERISK-AS PP _Vinasterisk_",UA
192.163.192.0/18,"UNIFIEDLAYER-AS-1 - Unified Layer",US
192.169.128.0/17,"AS-26496-GO-DADDY-COM-LLC - GoDaddy.com, LLC",US
192.169.196.0/22,"AS-26496-GO-DADDY-COM-LLC - GoDaddy.com, LLC",US
192.169.200.0/22,"AS-26496-GO-DADDY-COM-LLC - GoDaddy.com, LLC",US
192.169.252.0/22,"AS-26496-GO-DADDY-COM-LLC - GoDaddy.com, LLC",US
192.169.96.0/19,"OOW-INC - OUTOFWALL INC.",US
192.170.154.0/23,"VOXEL-DOT-NET - Voxel Dot Net, Inc.",US
192.175.40.0/22,NO_N,ZZ
192.184.80.0/21,"RAMNODE - RamNode LLC",US
192.185.0.0/18,"CYRUSONE - CyrusOne LLC",US
192.185.64.0/18,"CYRUSONE - CyrusOne LLC",US
192.187.96.0/19,"DATASHACK - DataShack, LC",US
192.197.102.0/24,"W3MEDIA - W3 International Media Ltd.",CA
192.200.206.0/24,"GLOBAL-FRAG-NETWORKS - Global Frag Networks",US
192.210.128.0/17,"AS-COLOCROSSING - ColoCrossing",US
192.210.141.192/26,"AS-COLOCROSSING - ColoCrossing",US
192.210.145.128/25,"AS-COLOCROSSING - ColoCrossing",US
192.227.128.0/17,"AS-COLOCROSSING - ColoCrossing",US
192.227.156.0/23,"SERVER-MANIA - B2 Net Solutions Inc.",US
192.232.252.0/22,"UNIFIEDLAYER-AS-1 - Unified Layer",US
192.237.128.0/18,"RACKSPACE - Rackspace Hosting",US
192.237.192.0/19,"RMH-14 - Rackspace Hosting",US
192.252.208.0/20,"TOTAL-SERVER-SOLUTIONS - Total Server Solutions L.L.C.",US
192.254.128.0/18,"UNIFIEDLAYER-AS-1 - Unified Layer",US
192.254.248.0/22,"UNIFIEDLAYER-AS-1 - Unified Layer",US
192.3.0.0/16,"AS-COLOCROSSING - ColoCrossing",US
192.3.131.128/25,"AS-COLOCROSSING - ColoCrossing",US
192.3.156.0/22,"AS-COLOCROSSING - ColoCrossing",US
192.3.28.0/22,"AS-COLOCROSSING - ColoCrossing",US
192.35.16.0/22,"SIEMENSDE SIEMENS AG",DE
192.42.116.0/22,"IP-EEND-AS IP-EEND BV",EU
192.73.232.0/21,"RAMNODE - RamNode LLC",US
192.81.208.0/20,"SERVERSTACK-ASN - ServerStack, Inc.",US
192.95.0.0/18,"OVH OVH SAS",FR
192.99.0.0/16,"OVH OVH SAS",FR
193.0.129.0/24,"ATLANTSTROY-AS Atlant-Stroy ltd.",RU
193.104.130.0/24,"NETPOZITIF-AS Netpozitif Telekomunikasyon Hizmetleri Ltd. Sti.",TR
193.104.41.0/24,"VVPN-AS PE Voronov Evgen Sergiyovich",UA
193.105.134.0/24,"PORTLANE Portlane AB",SE
193.106.28.0/22,"INFIUM Infium, UAB",UA
193.106.31.0/24,"INFIUM Infium, UAB",UA
193.107.238.0/23,"INTERNET-PRO-AS Internet-Pro Ltd",RU
193.108.185.0/24,"DEAC-AS SIA Digitalas Ekonomikas Attistibas Centrs",LV
193.109.196.0/24,"ASN-RINGLOUD Netuity Limited",GB
193.110.155.0/24,"TERRANETMALTA GO p.l.c.",MT
193.111.136.0/21,"MYLOC-AS myLoc managed IT AG",DE
193.140.244.0/22,"ULAKNET National Academic Network and Information Center",TR
193.142.0.0/24,"VISCOMP-AS Viscomp Ltd",BG
193.143.77.0/24,"KEI Krakowskie e-Centrum Informatyczne JUMP Dziedzic, Pasek, Przybyla s. j.",PL
193.164.131.0/24,"CONTABO Contabo GmbH",DE
193.178.144.0/22,"MIROHOST Internet Invest Ltd.",UA
193.178.210.0/24,"NTT-COMMUNICATIONS-2914 - NTT America, Inc.",US
193.189.116.0/23,"VODANET Vodafone GmbH",DE
193.201.224.0/22,"OPATELECOM PE Tetyana Mysyk",UA
193.202.110.0/24,"ONECOM One.com A/S",DK
193.238.152.0/23,"ITLAS ITL Company",UA
193.239.254.0/23,"PODOL-AS TOV Internet on the Podol",UA
193.25.120.0/23,"VIKS-NET Small Private Enterprise Viks",RU
193.253.32.0/19,"AS3215 Orange S.A.",FR
193.253.96.0/19,"AS3215 Orange S.A.",FR
193.46.84.0/24,"BST-AS UAB Biuro sprendimu tinklas",LT
193.8.86.0/23,NO_N,ZZ
193.9.158.0/24,NO_N,ZZ
194.108.0.0/16,"GTSCE T-Mobile Czech Republic a.s.",CZ
194.112.0.0/20,"ALCOM Alands Datakommunikation Ab",FI
194.114.148.0/22,"TOSA-POLAND-AS INEA S.A.",PL
194.117.254.0/23,NO_N,ZZ
194.146.110.0/24,"LINK-SERVICE-AS Link-Service Ltd.",UA
194.150.168.0/23,"SACREDCHAO-AS AS250.net Foundation",EU
194.152.36.0/23,"NURTELECOM-AS-RIPE Nurtelecom LLC",KG
194.169.227.0/24,"SUPERHOST-PL-AS SuperHost.pl sp. z o.o.",PL
194.181.107.0/24,"NASK-COMMERCIAL NAUKOWA I AKADEMICKA SIEC KOMPUTEROWA INSTYTUT BADAWCZY",PL
194.186.0.0/16,"SOVAM-AS OJSC _Vimpelcom_",RU
194.187.168.0/22,NO_N,ZZ
194.195.0.0/17,"NEXINTO-DE Nexinto GmbH",DE
194.199.0.0/16,"FR-RENATER Reseau National de telecommunications pour la Technologie",FR
194.213.192.0/19,"GTSCE T-Mobile Czech Republic a.s.",CZ
194.243.93.0/24,"ASN-IBSNAZ Telecom Italia S.p.a.",IT
194.50.116.0/24,"KADROVIYRESERV-AS Kadroviy reserv ltd.",RU
194.50.51.0/24,"GCN-UA LLC Global-City-Net",UA
194.54.64.0/22,"MRSU-AS N. P. Ogarev_s Mordovian State University",RU
194.6.231.0/24,"UKRMIRCOM-AS Ukrmircom Ltd.",UA
194.6.232.0/23,"UKRMIRCOM-AS Ukrmircom Ltd.",UA
194.63.143.0/24,"SUPERSERVERSDATACENTER MediaServicePlus Ltd.",RU
194.63.160.0/19,"GR-EDUNET Greek High-School Internet Network",GR
194.63.192.0/19,"GR-EDUNET Greek High-School Internet Network",GR
194.63.224.0/20,"GR-EDUNET Greek High-School Internet Network",GR
194.63.248.0/24,"DOMENESHOP Domeneshop AS",NO
194.8.147.0/24,"INTELEKT-AS PE Voloschenko Olexandr Volodumirovich",UA
194.98.0.0/16,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business",US
195.101.0.0/16,"AS3215 Orange S.A.",FR
195.114.114.0/23,"SYSTONIC-AS BDL SYSTEMES SAS",FR
195.114.144.0/21,"DATAGROUP PRIVATE JOINT STOCK COMPANY _DATAGROUP_",UA
195.114.152.0/22,"DATAGROUP PRIVATE JOINT STOCK COMPANY _DATAGROUP_",UA
195.114.18.0/23,"ISPFR-AS NUXIT s.a.r.l.",FR
195.114.20.0/24,"SSNET-AS Svyaz-Servis Ltd",RU
195.128.174.0/23,"NIANET-AS Nianet A/S",DK
195.130.128.0/19,"TELENET-AS Telenet N.V.",BE
195.130.32.0/19,"UTIC_AUTONOMUS_SYSTEM University of Sarajevo",BA
195.130.35.0/24,"UTIC_AUTONOMUS_SYSTEM University of Sarajevo",BA
195.141.0.0/16,"SUNRISE Sunrise Communications AG",CH
195.141.9.0/24,"SIX SIX Group Services AG",CH
195.144.226.208/29,"PETERSTAR-AS PJSC MegaFon",RU
195.154.0.0/16,"AS12876 ONLINE S.A.S.",FR
195.154.128.0/17,"AS12876 ONLINE S.A.S.",FR
195.154.48.0/20,"AS12876 ONLINE S.A.S.",FR
195.161.0.0/16,"RTCOMM-AS OJSC RTComm.RU",RU
195.162.88.0/24,"TELENET-AS JSC IT TeleNet",UA
195.184.9.0/24,NO_N,ZZ
195.209.64.0/19,"State Educational Institution of Higher Professional Education _Samara State University_",RU
195.211.100.0/22,"DELTA-LTD-AS Delta Ltd",RU
195.211.166.0/23,"THINKGRID Thinkgrid Ltd.",GB
195.214.180.0/24,"TELLCOM-AS TELLCOM ILETISIM HIZMETLERI A.S.",TR
195.22.126.0/23,NO_N,ZZ
195.234.215.0/24,"UN-UKRAINE-AS United Networks of Ukraine, Ltd",UA
195.242.191.0/24,"ASPSERVEUR-AS ASPSERVEUR",FR
195.242.80.0/23,"INTELCOM-AS Intelcom Ltd.",UA
195.244.59.0/24,"NETDIREKT-AS Netdirekt A.S.",TR
195.246.116.0/23,"DANEGO-AS Danego BV",NL
195.3.144.0/22,"RN-DATA-LV RN Data SIA",LV
195.34.78.0/23,"LEVEL-NEXT Level Next Ltd",GI
195.35.192.0/18,"ZIGGO Ziggo B.V.",NL
195.49.200.0/21,"SWIFT-TRACE-AS Swift Trace Ltd.",UA
195.56.0.0/16,"GTSCE T-Mobile Czech Republic a.s.",CZ
195.64.154.0/23,NO_N,ZZ
195.66.141.0/24,"BATYEVKA-NET-AS BATYEVKA LTD",UA
195.74.36.0/22,"ALEBORG-AS Binero AB",SE
195.77.0.0/16,"TELEFONICA_DE_ESPANA TELEFONICA DE ESPANA",ES
195.78.228.0/22,"COMVIVE-AS Comvive Servidores S.L.",ES
195.78.236.0/22,"CITYPARTNER CITY PARTNER SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA",PL
195.8.208.0/23,"DUOCAST-AS Duocast B.V.",NL
195.82.154.0/23,"SKV-AS Kompaniya SKV Ltd.",RU
195.88.190.0/23,"not routed",XX
195.91.128.0/17,"RINET-AS Cronyx Plus Ltd",RU
196.200.128.0/18,MARWAN-AS,MA
196.201.221.0/24,SAFARICOM-LIMITED,KE
196.22.132.0/22,HETZNER,ZA
196.22.136.0/21,HETZNER,ZA
196.22.224.0/20,Vox-Telecom,ZA
196.28.32.0/20,MWEB-10474,ZA
196.40.96.0/20,HETZNER,ZA
196.43.234.0/24,INTIC,MZ
196.44.180.0/24,YoAfrica3,ZW
196.46.185.0/25,ABOUTIT-ONLINE,ZA
197.0.0.0/11,"TN-BB-AS Tunisia BackBone AS",TN
197.0.0.0/17,"TN-BB-AS Tunisia BackBone AS",TN
197.118.0.0/17,ALGTEL-AS,DZ
197.157.32.0/19,ORANGE-UG,UG
197.158.64.0/18,"GULFSAT-AS Gulfsat Autonomous System",IL
197.199.64.0/18,ETISALAT-MISR,EG
197.200.0.0/13,ALGTEL-AS,DZ
197.205.0.0/16,ALGTEL-AS,DZ
197.210.235.0/24,"VCG-AS MTN NIGERIA Communication limited",NG
197.216.0.0/15,ANGOLATELECOM,AO
197.221.0.0/18,HETZNER,ZA
197.231.220.0/22,CYBERDYNE,LR
197.231.221.0/24,CYBERDYNE,LR
197.232.0.0/16,JTL,KE
197.234.116.0/23,Paratus-Telecom,NA
197.246.16.0/20,NOOR-AS,EG
197.249.0.0/18,"TVCABO-AS TVCABO - Comunicacoes Multimedia, Lda.",EU
197.254.0.0/17,"ACCESSKENYA-KE ACCESSKENYA GROUP LTD is an ISP serving",KE
197.255.160.0/23,Spectranet,NG
197.32.0.0/11,"TE-AS TE-AS",EG
197.7.0.0/16,"ATI-TN Agence Tunisienne d_Internet",TN
197.88.0.0/13,MWEB-10474,ZA
198.0.0.0/16,"COMCAST-7922 - Comcast Cable Communications, Inc.",US
198.1.64.0/18,"UNIFIEDLAYER-AS-1 - Unified Layer",US
198.100.144.0/20,"OVH OVH SAS",FR
198.100.44.0/22,"A2HOSTING - A2 Hosting, Inc.",US
198.101.128.0/18,"RACKSPACE - Rackspace Hosting",US
198.105.126.0/24,"EXIGENT-AS-AP Exigent Enterprise Pty Ltd.",AU
198.105.208.0/20,"WESTHOST - WestHost, Inc.",US
198.105.96.0/19,"HOTWIRE-COMMUNICATIONS - Hotwire Communications",US
198.11.224.0/20,"SOFTLAYER - SoftLayer Technologies Inc.",US
198.12.128.0/17,"AS-26496-GO-DADDY-COM-LLC - GoDaddy.com, LLC",US
198.12.64.0/18,"AS-COLOCROSSING - ColoCrossing",US
198.12.92.0/27,"AS-COLOCROSSING - ColoCrossing",US
198.143.128.0/18,"SINGLEHOP-INC - SingleHop",US
198.143.160.0/20,"SINGLEHOP-INC - SingleHop",US
198.15.128.0/17,"SERVERYOU - SERVERYOU INC",US
198.15.64.0/18,"SSASN2 - SECURED SERVERS LLC",US
198.154.200.0/21,"UNIFIEDLAYER-AS-1 - Unified Layer",US
198.170.0.0/15,"NTT-COMMUNICATIONS-2914 - NTT America, Inc.",US
198.178.120.0/21,"HVC-AS - HIVELOCITY VENTURES CORP",US
198.180.152.0/24,"RG-SPARE - RGnet, LLC",US
198.199.92.0/22,"DIGITALOCEAN-ASN - Digital Ocean, Inc.",US
198.199.96.0/20,"DIGITALOCEAN-ASN - Digital Ocean, Inc.",US
198.2.192.0/18,"PEGTECHINC - PEG TECH INC",US
198.20.0.0/21,"DUKENET-COMMUNICATIONS - Dukenet Communications, LLC",US
198.20.240.0/21,"UNIFIEDLAYER-AS-1 - Unified Layer",US
198.20.64.0/18,"SINGLEHOP-INC - SingleHop",US
198.204.224.0/19,"DATASHACK - DataShack, LC",US
198.22.170.0/24,"SCRR-11427 - Time Warner Cable Internet LLC",US
198.23.128.0/17,"AS-COLOCROSSING - ColoCrossing",US
198.23.176.0/20,"AS-COLOCROSSING - ColoCrossing",US
198.23.232.0/21,"AS-COLOCROSSING - ColoCrossing",US
198.245.48.0/20,"OVH OVH SAS",FR
198.255.0.0/17,"ABOVENET - Abovenet Communications, Inc",US
198.27.64.0/18,"OVH OVH SAS",FR
198.46.128.0/17,"AS-COLOCROSSING - ColoCrossing",US
198.46.136.0/22,"AS-COLOCROSSING - ColoCrossing",US
198.46.80.0/20,"INMOTI-1 - InMotion Hosting, Inc.",US
198.50.128.0/17,"OVH OVH SAS",FR
198.50.175.0/24,"OVH OVH SAS",FR
198.57.128.0/17,"UNIFIEDLAYER-AS-1 - Unified Layer",US
198.59.156.0/24,"2901 - Oso Grande Technologies, Inc.",US
198.71.128.0/17,"AS-26496-GO-DADDY-COM-LLC - GoDaddy.com, LLC",US
198.71.224.0/21,"AS-26496-GO-DADDY-COM-LLC - GoDaddy.com, LLC",US
