cidr	origin	asname	country
181.224.139.0/24	32475	"SingleHop, Inc."	US
181.224.140.0/24	32475	"SingleHop, Inc."	US
181.224.141.0/24	32475	"SingleHop, Inc."	US
181.224.142.0/24	32475	"SingleHop, Inc."	US
181.224.143.0/24	32475	"SingleHop, Inc."	US
181.224.144.0/22	32475	"SingleHop, Inc."	US
181.224.146.0/24	32475	"SingleHop, Inc."	US
181.224.148.0/24	32475	"SingleHop, Inc."	US
181.224.149.0/24	36351	"SoftLayer Technologies Inc."	US
181.224.150.0/24	36351	"SoftLayer Technologies Inc."	US
181.224.151.0/24	36351	"SoftLayer Technologies Inc."	US
181.224.152.0/24	32475	"SingleHop, Inc."	NL
181.224.153.0/24	32475	"SingleHop, Inc."	NL
181.224.154.0/23	32475	"SingleHop, Inc."	PA
181.224.154.0/24	32475	"SingleHop, Inc."	PA
181.224.155.0/24	32475	"SingleHop, Inc."	PA
181.224.156.0/24	36351	"SoftLayer Technologies Inc."	PA
181.224.157.0/24	36351	"SoftLayer Technologies Inc."	PA
181.224.158.0/24	36351	"SoftLayer Technologies Inc."	PA
181.224.159.0/24	36351	"SoftLayer Technologies Inc."	PA
181.41.195.0/24	61440	"Digital Energy Technologies Chile SpA"	US
181.41.222.0/23	61440	"Digital Energy Technologies Chile SpA"	BR
181.41.64.0/19	19863	"Guyana Telephone & Telegraph Co."	GY
181.54.208.0/22	10620	"Telmex Colombia S.A."	CO
181.55.92.0/22	10620	"Telmex Colombia S.A."	CO
181.58.140.0/22	10620	"Telmex Colombia S.A."	CO
181.64.0.0/15	6147	"Telefonica del Peru S.A.A."	PE
181.64.0.0/19	6147	"Telefonica del Peru S.A.A."	PE
181.64.209.0/24	6147	"Telefonica del Peru S.A.A."	PE
181.66.224.0/19	6147	"Telefonica del Peru S.A.A."	PE
181.95.56.0/21	7303	"Telecom Argentina S.A."	AR
182.112.0.0/12	4837	"CNCGROUP China169 Backbone"	CN
182.140.132.0/24	38283	"CHINANET SiChuan Telecom Internet Data Center"	CN
182.160.128.0/18	38544	"Crucial Paradigm Pty Ltd"	AU
182.186.128.0/17	45595	"Pakistan Telecom Company Limited"	PK
182.188.240.0/21	45595	"Pakistan Telecom Company Limited"	PK
182.248.0.0/14	2516	"KDDI CORPORATION"	JP
182.253.224.0/24	17451	"BIZNET NETWORKS"	ID
182.253.25.0/24	17451	"BIZNET NETWORKS"	ID
182.253.32.0/20	17451	"BIZNET NETWORKS"	ID
182.253.34.0/24	17451	"BIZNET NETWORKS"	ID
182.253.73.0/24	17451	"BIZNET NETWORKS"	ID
182.254.152.0/23	45090	"Shenzhen Tencent Computer Systems Company Limited"	CN
182.50.128.0/19	26496	"GoDaddy.com, LLC"	SG
182.50.128.0/22	26496	"GoDaddy.com, LLC"	SG
182.50.132.0/22	26496	"GoDaddy.com, LLC"	SG
182.50.140.0/22	26496	"GoDaddy.com, LLC"	SG
182.50.144.0/22	26496	"GoDaddy.com, LLC"	SG
182.50.148.0/22	26496	"GoDaddy.com, LLC"	SG
182.50.152.0/22	26496	"GoDaddy.com, LLC"	SG
182.52.0.0/19	23969	"TOT Public Company Limited"	TH
182.66.32.0/20	45609	"Bharti Airtel Ltd. AS for GPRS Service"	IN
182.68.64.0/18	24560	"Bharti Airtel Ltd., Telemedia Services"	IN
182.70.16.0/20	24560	"Bharti Airtel Ltd., Telemedia Services"	IN
182.70.224.0/21	24560	"Bharti Airtel Ltd., Telemedia Services"	IN
183.0.0.0/10	4134	Chinanet	CN
183.0.0.0/15	4134	Chinanet	CN
183.112.0.0/12	4766	"Korea Telecom"	KR
183.128.0.0/11	4134	Chinanet	CN
183.192.0.0/10	24400	"Shanghai Mobile Communications Co.,Ltd."	CN
183.203.0.0/16	132510	"IDC ShanXi China Mobile communications corporation"	CN
183.207.180.0/22	56046	"China Mobile communications corporation"	CN
183.247.176.0/22	56041	"China Mobile communications corporation"	CN
183.57.152.0/22	58543	Guangdong	CN
183.60.40.0/21	58543	Guangdong	CN
183.64.0.0/13	4134	Chinanet	CN
184.106.0.0/16	19994	"Rackspace Hosting"	US
184.107.181.72/29	32613	"iWeb Technologies Inc."	CA
184.154.0.0/16	32475	"SingleHop, Inc."	US
184.168.0.0/16	26496	"GoDaddy.com, LLC"	US
184.168.100.0/22	26496	"GoDaddy.com, LLC"	US
184.168.104.0/22	26496	"GoDaddy.com, LLC"	US
184.168.108.0/22	26496	"GoDaddy.com, LLC"	US
184.168.112.0/22	26496	"GoDaddy.com, LLC"	US
184.168.116.0/22	26496	"GoDaddy.com, LLC"	US
184.168.120.0/22	26496	"GoDaddy.com, LLC"	US
184.168.124.0/22	26496	"GoDaddy.com, LLC"	US
184.168.128.0/22	26496	"GoDaddy.com, LLC"	US
184.168.132.0/22	26496	"GoDaddy.com, LLC"	US
184.168.136.0/22	26496	"GoDaddy.com, LLC"	US
184.168.140.0/22	26496	"GoDaddy.com, LLC"	US
184.168.144.0/22	26496	"GoDaddy.com, LLC"	US
184.168.148.0/22	26496	"GoDaddy.com, LLC"	US
184.168.152.0/22	26496	"GoDaddy.com, LLC"	US
184.168.156.0/22	26496	"GoDaddy.com, LLC"	US
184.168.16.0/22	26496	"GoDaddy.com, LLC"	US
184.168.160.0/22	26496	"GoDaddy.com, LLC"	US
184.168.164.0/22	26496	"GoDaddy.com, LLC"	US
184.168.168.0/22	26496	"GoDaddy.com, LLC"	US
184.168.172.0/22	26496	"GoDaddy.com, LLC"	US
184.168.176.0/22	26496	"GoDaddy.com, LLC"	US
184.168.180.0/22	26496	"GoDaddy.com, LLC"	US
184.168.184.0/22	26496	"GoDaddy.com, LLC"	US
184.168.188.0/22	26496	"GoDaddy.com, LLC"	US
184.168.192.0/22	26496	"GoDaddy.com, LLC"	US
184.168.196.0/22	26496	"GoDaddy.com, LLC"	US
184.168.20.0/22	26496	"GoDaddy.com, LLC"	US
184.168.200.0/22	26496	"GoDaddy.com, LLC"	US
184.168.204.0/22	26496	"GoDaddy.com, LLC"	US
184.168.208.0/22	26496	"GoDaddy.com, LLC"	US
184.168.212.0/22	26496	"GoDaddy.com, LLC"	US
184.168.216.0/22	26496	"GoDaddy.com, LLC"	US
184.168.220.0/22	26496	"GoDaddy.com, LLC"	US
184.168.224.0/22	26496	"GoDaddy.com, LLC"	US
184.168.228.0/22	26496	"GoDaddy.com, LLC"	US
184.168.232.0/22	26496	"GoDaddy.com, LLC"	US
184.168.236.0/22	26496	"GoDaddy.com, LLC"	US
184.168.24.0/22	26496	"GoDaddy.com, LLC"	US
184.168.240.0/22	26496	"GoDaddy.com, LLC"	US
184.168.244.0/22	26496	"GoDaddy.com, LLC"	US
184.168.248.0/22	26496	"GoDaddy.com, LLC"	US
184.168.252.0/22	26496	"GoDaddy.com, LLC"	US
184.168.28.0/22	26496	"GoDaddy.com, LLC"	US
184.168.32.0/22	26496	"GoDaddy.com, LLC"	US
184.168.36.0/22	26496	"GoDaddy.com, LLC"	US
184.168.40.0/22	26496	"GoDaddy.com, LLC"	US
184.168.44.0/22	26496	"GoDaddy.com, LLC"	US
184.168.48.0/22	26496	"GoDaddy.com, LLC"	US
184.168.52.0/22	26496	"GoDaddy.com, LLC"	US
184.168.56.0/22	26496	"GoDaddy.com, LLC"	US
184.168.60.0/22	26496	"GoDaddy.com, LLC"	US
184.168.64.0/22	26496	"GoDaddy.com, LLC"	US
184.168.68.0/22	26496	"GoDaddy.com, LLC"	US
184.168.72.0/22	26496	"GoDaddy.com, LLC"	US
184.168.76.0/22	26496	"GoDaddy.com, LLC"	US
184.168.80.0/22	26496	"GoDaddy.com, LLC"	US
184.168.84.0/22	26496	"GoDaddy.com, LLC"	US
184.168.88.0/22	26496	"GoDaddy.com, LLC"	US
184.168.92.0/22	26496	"GoDaddy.com, LLC"	US
184.168.96.0/22	26496	"GoDaddy.com, LLC"	US
184.169.128.0/17	16509	"Amazon.com, Inc."	US
184.170.128.0/20	10929	"Netelligent Hosting Services Inc."	CA
184.170.139.0/24	10929	"Netelligent Hosting Services Inc."	CA
184.170.144.0/20	11051	"Cyberverse, Inc."	US
184.171.240.0/20	33182	"HostDime.com, Inc."	US
184.173.64.0/18	36351	"SoftLayer Technologies Inc."	US
184.178.232.0/21	22773	"Cox Communications Inc."	US
184.64.0.0/13	6327	"Shaw Communications Inc."	CA
184.72.0.0/18	16509	"Amazon.com, Inc."	US
184.72.128.0/17	14618	"Amazon.com, Inc."	US
184.72.64.0/19	14618	"Amazon.com, Inc."	US
184.72.96.0/19	14618	"Amazon.com, Inc."	US
184.73.0.0/16	14618	"Amazon.com, Inc."	US
184.74.0.0/17	11351	"Time Warner Cable Internet LLC"	US
184.75.248.0/21	13354	"EBL Global Networks, Inc."	US
184.95.32.0/19	20454	"SECURED SERVERS LLC"	US
185.10.104.0/22			EU
185.10.200.0/22	12703	"Pulsant (Scotland) Ltd"	GB
185.100.84.0/23	200651	"FlokiNET ehf"	RO
185.101.68.0/24	50896	"Trusov Ilya Igorevych"	RU
185.101.71.0/24	50896	"Trusov Ilya Igorevych"	RU
185.104.10.0/23	14576	"Hosting Solution Ltd."	NL
185.104.216.0/22	30900	"Sternforth Ltd t/a Web World Ireland"	GB
185.104.8.0/23	14576	"Hosting Solution Ltd."	NL
185.105.192.0/22	49981	WorldStream	NL
185.106.104.0/23	50896	"Trusov Ilya Igorevych"	RU
185.107.52.0/22	24940	"Hetzner Online GmbH"	DE
185.11.146.0/24	49349	"Dotsi, Unipessoal Lda."	NL
185.11.164.0/22	8426	"ClaraNET LTD"	PT
185.11.176.0/22	48944	"Khalij Ettela Resan Jonoub LTD"	IR
185.11.224.0/22	198292	"Wave-Max S.r.L."	IT
185.11.8.0/22	30873	"Public Telecommunication Corporation"	YE
185.114.108.0/24	24961	"myLoc managed IT AG"	IT
185.117.214.0/24	47447	"23Media GmbH"	DE
185.117.215.0/24	47447	"23Media GmbH"	DE
185.117.228.0/22	60781	"LeaseWeb Netherlands B.V."	DE
185.119.254.0/24	49981	WorldStream	NL
185.12.32.0/23	16276	"OVH SAS"	FR
185.12.64.0/22	24940	"Hetzner Online GmbH"	DE
185.123.96.0/24	36351	"SoftLayer Technologies Inc."	GB
185.123.97.0/24	36351	"SoftLayer Technologies Inc."	GB
185.123.98.0/24	36351	"SoftLayer Technologies Inc."	GB
185.123.99.0/24	36351	"SoftLayer Technologies Inc."	GB
185.126.28.0/22	24940	"Hetzner Online GmbH"	DE
185.126.96.0/24	32475	"SingleHop, Inc."	ES
185.126.97.0/24	32475	"SingleHop, Inc."	ES
185.13.156.0/22	12586	"GHOSTnet GmbH"	DE
185.13.156.0/24	12586	"GHOSTnet GmbH"	DE
185.130.104.0/22	14576	"Hosting Solution Ltd."	RU
185.14.184.0/22	200130	"Digital Ocean, Inc."	NL
185.14.192.0/24	199793	"Trusov Ilya Igorevych"	UA
185.14.195.0/24	50896	"Trusov Ilya Igorevych"	UA
185.14.28.0/23	50673	"Serverius Holding B.V."	NL
185.14.56.0/22	202054	"GRUPO SYS4NET, S.L."	ES
185.14.92.0/24	12586	"GHOSTnet GmbH"	DE
185.14.93.0/24	12586	"GHOSTnet GmbH"	DE
185.14.94.0/24	12586	"GHOSTnet GmbH"	DE
185.14.95.0/24	12586	"GHOSTnet GmbH"	DE
185.15.184.0/22	197252	"Colobridge gmbh"	DE
185.15.244.0/22	24961	"myLoc managed IT AG"	DE
185.17.120.0/22	28753	"Leaseweb Deutschland GmbH"	RU
185.17.144.0/22	28753	"Leaseweb Deutschland GmbH"	DE
185.17.184.0/22	60781	"LeaseWeb Netherlands B.V."	NL
185.17.32.0/23	28753	"Leaseweb Deutschland GmbH"	DE
185.17.34.0/23	28753	"Leaseweb Deutschland GmbH"	DE
185.19.124.0/22	24814	"Syrian Computer Society, scs"	SY
185.19.92.160/28	199366	"Yesilbir Bilisim Teknolojileri Bilgisayar Yayincilik Sanayi ve Ticaret Ltd. Sti."	TR
185.2.100.0/22	51167	"Contabo GmbH"	DE
185.2.100.0/24	51167	"Contabo GmbH"	DE
185.2.101.0/24	51167	"Contabo GmbH"	DE
185.2.102.0/24	51167	"Contabo GmbH"	DE
185.2.103.0/24	51167	"Contabo GmbH"	DE
185.2.200.0/22	199417	"ServerBase GmbH"	DE
185.2.202.0/23	12586	"GHOSTnet GmbH"	DE
185.2.32.0/24	199793	"Trusov Ilya Igorevych"	DE
185.2.80.0/22	49981	WorldStream	NL
185.21.132.0/24	36351	"SoftLayer Technologies Inc."	GB
185.21.133.0/24	32475	"SingleHop, Inc."	GB
185.21.134.0/24	32475	"SingleHop, Inc."	GB
185.21.135.0/24	32475	"SingleHop, Inc."	GB
185.22.183.128/25	198947	"JSC RetnNet"	RU
185.22.60.0/22	199274	"IONICA LLC"	RU
185.23.16.0/23	3223	"Voxility S.R.L."	LT
185.23.16.0/24	3223	"Voxility S.R.L."	LT
185.23.17.0/24	3223	"Voxility S.R.L."	LT
185.23.21.0/24	31229	"E24 sp. z o.o."	PL
185.26.120.0/22	62082	"Hostland LTD"	RU
185.26.124.0/22	29169	"GANDI SAS"	LU
185.27.140.0/22	60781	"LeaseWeb Netherlands B.V."	NL
185.28.196.0/24	15395	"Rackspace Ltd."	IE
185.28.20.0/24	47583	"Hostinger International Limited"	US
185.28.21.0/24	47583	"Hostinger International Limited"	US
185.28.22.0/24	47583	"Hostinger International Limited"	US
185.28.23.0/24	47583	"Hostinger International Limited"	US
185.28.38.0/24	49981	WorldStream	NL
185.28.68.0/24	60781	"LeaseWeb Netherlands B.V."	NL
185.28.69.0/24	28753	"Leaseweb Deutschland GmbH"	DE
185.28.70.0/24	30633	"Leaseweb USA, Inc."	US
185.28.71.0/24	16265	"LeaseWeb Network B.V."	US
185.28.90.0/24	12703	"Pulsant (Scotland) Ltd"	GB
185.28.91.0/24	12703	"Pulsant (Scotland) Ltd"	GB
185.29.176.0/22	13768	"Peer 1 Network (USA) Inc."	GB
185.29.179.0/24	13768	"Peer 1 Network (USA) Inc."	GB
185.29.224.0/24	12703	"Pulsant (Scotland) Ltd"	GB
185.29.225.0/24	12703	"Pulsant (Scotland) Ltd"	GB
185.29.44.0/24	12703	"Pulsant (Scotland) Ltd"	GB
185.29.8.0/24	60567	"DataClub S.A."	SE
185.3.135.0/24	57858	"Inter Connects Inc"	SE
185.3.135.40/29	57858	"Inter Connects Inc"	SE
185.3.92.0/22	15830	"TELECITYGROUP INTERNATIONAL LIMITED"	GB
185.31.156.0/22	9186	"ONITELECOM - INFOCOMUNICACOES, S.A."	PT
185.31.96.0/22	196737	"Airwave Internet"	IE
185.32.124.0/24	59891	"FSIT AG"	CH
185.32.200.0/22	8426	"ClaraNET LTD"	GB
185.33.4.0/23	13768	"Peer 1 Network (USA) Inc."	GB
185.33.6.0/23	13768	"Peer 1 Network (USA) Inc."	GB
185.34.24.0/22	12993	"SIA Digitalas Ekonomikas Attistibas Centrs"	LV
185.34.24.0/23	12993	"SIA Digitalas Ekonomikas Attistibas Centrs"	LV
185.34.26.0/23	12993	"SIA Digitalas Ekonomikas Attistibas Centrs"	LV
185.34.41.0/24	12586	"GHOSTnet GmbH"	US
185.34.42.0/24	12586	"GHOSTnet GmbH"	US
185.34.43.0/24	12586	"GHOSTnet GmbH"	US
185.35.64.0/22	199653	"Aruba SAS"	FR
185.36.100.0/24	62403	"Disk Group Ltd."	NL
185.38.104.0/22	12703	"Pulsant (Scotland) Ltd"	GB
185.38.138.0/23	48291	"ARIA S.P.A."	IT
185.38.248.0/22	197226	"SPRINT S.A."	PL
185.38.44.0/22	33182	"HostDime.com, Inc."	GB
185.43.108.0/22	62217	"VooServers Ltd"	US
185.43.208.0/22	199883	"ArubaCloud Limited"	GB
185.43.48.0/22	12703	"Pulsant (Scotland) Ltd"	GB
185.43.76.0/22	12703	"Pulsant (Scotland) Ltd"	GB
185.44.104.0/22	34549	"meerfarbig GmbH & Co. KG"	DE
185.44.77.0/24	199793	"Trusov Ilya Igorevych"	FR
185.44.78.0/23	199793	"Trusov Ilya Igorevych"	GB
185.45.12.0/23	9009	"M247 Ltd"	RO
185.45.248.0/23	3209	"Vodafone GmbH"	DE
185.46.120.0/22	62134	"IHNetworks, LLC"	US
185.46.84.0/22	199793	"Trusov Ilya Igorevych"	CH
185.47.140.0/24	12586	"GHOSTnet GmbH"	DE
185.47.141.0/24	12586	"GHOSTnet GmbH"	DE
185.47.142.0/24	12586	"GHOSTnet GmbH"	DE
185.47.143.0/24	12586	"GHOSTnet GmbH"	DE
185.47.89.0/24	52116	"Orion Telekom Tim d.o.o.Beograd"	RS
185.48.116.0/22	51862	"Profitbricks GmbH"	DE
185.48.120.0/22	16509	"Amazon.com, Inc."	IE
185.49.12.0/22	198414	"Biznes-Host.pl sp. z o.o."	PL
185.49.68.0/22	28753	"Leaseweb Deutschland GmbH"	DE
185.5.152.0/24			SA
185.5.154.0/24	43766	"MTC KSA"	SA
185.5.172.0/24	3223	"Voxility S.R.L."	RO
185.5.174.0/24	3223	"Voxility S.R.L."	RO
185.5.175.0/24	3223	"Voxility S.R.L."	RO
185.5.248.0/22	48666	"MAROSNET Telecommunication Company LLC"	RU
185.5.47.0/24	30058	FDCservers.net	SE
185.5.52.0/22	62282	"UAB Rakrejus"	LT
185.50.120.0/23	24940	"Hetzner Online GmbH"	DE
185.50.250.0/24	199793	"Trusov Ilya Igorevych"	UA
185.50.251.0/24	199793	"Trusov Ilya Igorevych"	UA
185.52.140.0/22	30922	"MTS PJSC"	RU
185.52.248.0/23	47447	"23Media GmbH"	DE
185.52.251.0/24	47447	"23Media GmbH"	DE
185.53.152.0/22	201661	"PRZEDSIEBIORSTWO AJC 2 S.C. OZGA ADAM, KUBALA JAROSLAW, OZGA KONRAD"	PL
185.53.168.0/22	47447	"23Media GmbH"	DE
185.53.168.0/24	47447	"23Media GmbH"	DE
185.53.44.0/24	44066	"First Colo GmbH"	DE
185.53.90.0/24	133229	"HostPalace Network Services"	NL
185.53.91.0/24	133229	"HostPalace Network Services"	NL
185.54.176.0/22	202011	"RegionTelekom LTD"	RU
185.56.148.0/22	6724	"STRATO AG"	DE
185.56.8.0/22	31034	"Aruba S.p.A."	IT
185.56.80.0/24	43350	"NFOrce Entertainment BV"	NL
185.56.86.0/24	32475	"SingleHop, Inc."	BG
185.57.28.0/22	44724	"Octopusnet LTD"	RU
185.57.80.0/22	60118	"ALISTAR SECURITY SRL"	RO
185.58.116.0/22	31034	"Aruba S.p.A."	IT
185.58.120.0/23	31034	"Aruba S.p.A."	IT
185.58.122.0/24	31034	"Aruba S.p.A."	IT
185.58.123.0/24	31034	"Aruba S.p.A."	IT
185.58.204.0/24	48666	"MAROSNET Telecommunication Company LLC"	RU
185.58.224.0/22	199883	"ArubaCloud Limited"	GB
185.58.72.0/22	201563	"Avalon d.o.o."	HR
185.59.124.0/23	201892	"Community Fibre Limited"	GB
185.6.52.0/22	56391	"VIRTUAL TELECOM A. Sergiel, D. Ladniak Spolka Jawna"	PL
185.60.144.0/22	51395	"SOFTplus Entwicklungen GmbH"	CH
185.60.229.0/24	204131	"AGENCJA REKLAMOWA RADIO 5 PIOTR BAJER"	PL
185.61.152.0/24	22612	"Namecheap, Inc."	GB
185.61.153.0/24	22612	"Namecheap, Inc."	GB
185.62.188.0/23	49349	"Dotsi, Unipessoal Lda."	NL
185.62.189.0/24	49349	"Dotsi, Unipessoal Lda."	NL
185.62.239.0/24	32475	"SingleHop, Inc."	BG
185.63.188.0/22	29182	"JSC ISPsystem"	RU
185.63.252.0/22	133229	"HostPalace Network Services"	NL
185.63.56.0/24	60781	"LeaseWeb Netherlands B.V."	NL
185.64.72.0/24	15395	"Rackspace Ltd."	SE
185.64.88.0/22	12703	"Pulsant (Scotland) Ltd"	GB
185.65.205.0/24	59895	"CityNet Telekom Ltd."	TR
185.65.206.0/24	59895	"CityNet Telekom Ltd."	TR
185.65.248.0/22	8399	"Sewan Communications S.A.S."	FR
185.66.248.0/22	48635	"PCextreme B.V."	NL
185.66.253.0/24	12997	"OJSC Kyrgyztelecom"	KG
185.68.111.0/24	198432	"Ipcore Datacenters S.L"	ES
185.68.112.0/24	12703	"Pulsant (Scotland) Ltd"	GB
185.68.113.0/24	12703	"Pulsant (Scotland) Ltd"	GB
185.69.52.0/22	62282	"UAB Rakrejus"	LT
185.7.212.0/22	199308	"QUAL.IT S.A.S."	FR
185.7.214.0/23	199308	"QUAL.IT S.A.S."	FR
185.7.248.0/22	26496	"GoDaddy.com, LLC"	NL
185.71.184.0/22	12703	"Pulsant (Scotland) Ltd"	GB
185.72.176.0/24	3223	"Voxility S.R.L."	RO
185.72.244.0/22	47447	"23Media GmbH"	DE
185.73.112.0/24	49981	WorldStream	IR
185.73.242.0/24	25504	"Vautron Rechenzentrum AG"	CH
185.75.56.0/22	57891	"N.SH. MAXTV"	RS
185.75.60.0/22	15395	"Rackspace Ltd."	GB
185.76.44.0/24	12703	"Pulsant (Scotland) Ltd"	GB
185.8.106.0/23	16125	"UAB DUOMENU CENTRAS"	LT
185.8.48.0/22	199653	"Aruba SAS"	FR
185.80.52.0/23	59711	"Fortunix Networks L.P."	NL
185.80.54.0/23	59711	"Fortunix Networks L.P."	NL
185.81.112.0/23	61046	"FORTUNIX NETWORKS L.P."	GB
185.81.114.0/23	59711	"Fortunix Networks L.P."	NL
185.81.155.0/24	43260	"DGN TEKNOLOJI BILISIM YAYINCILIK SANAYI VE LIMITED SIRKETI"	TR
185.81.156.0/22	198375	"INULOGIC SARL"	FR
185.81.98.0/24	49981	WorldStream	IR
185.82.203.0/24	60117	"Host Sailor Ltd."	NL
185.82.216.0/32	59729	"ITL Company"	BG
185.84.180.0/24	42926	"Radore Veri Merkezi Hizmetleri A.S."	TR
185.85.160.0/22	60781	"LeaseWeb Netherlands B.V."	DE
185.87.248.0/22	12859	"BIT BV"	NL
185.87.48.0/22	48666	"MAROSNET Telecommunication Company LLC"	RU
185.88.212.0/22	47447	"23Media GmbH"	DE
185.9.50.0/23	13213	"UK2 - Ltd"	GB
185.90.232.0/22	25504	"Vautron Rechenzentrum AG"	DE
185.91.244.0/22	15456	"InterNetX GmbH"	DE
185.92.192.0/24	3223	"Voxility S.R.L."	RO
185.92.220.0/23	20473	"Choopa, LLC"	NL
185.92.222.0/23	20473	"Choopa, LLC"	NL
185.92.73.0/24	50968	"Hostmaster, Ltd."	NL
185.93.187.0/24	200732	"Lekosport-Kharkov LLC"	UA
185.94.184.0/22	12703	"Pulsant (Scotland) Ltd"	GB
185.94.29.0/24	49981	WorldStream	NL
185.95.236.0/22	200547	"MTK srl"	IT
185.96.160.0/24	3223	"Voxility S.R.L."	RO
185.96.161.0/24	3223	"Voxility S.R.L."	RO
185.97.5.0/24	24961	"myLoc managed IT AG"	DE
186.0.0.0/18	13489	"Telecomunicaciones S.A. E.S.P."	CO
186.108.86.0/23	7303	"Telecom Argentina S.A."	AR
186.109.240.0/21	7303	"Telecom Argentina S.A."	AR
186.109.248.0/21	7303	"Telecom Argentina S.A."	AR
186.111.0.0/20	7303	"Telecom Argentina S.A."	AR
186.112.0.0/17	3816	"TELECOMUNICACIONES S.A. ESP"	CO
186.121.206.0/24	26210	"Bolivia S. A."	BO
186.121.212.0/24	26210	"Bolivia S. A."	BO
186.146.136.0/21	10620	"Telmex Colombia S.A."	CO
186.148.216.0/22	262164	"NetPro N.V."	AW
186.148.217.0/24	262164	"NetPro N.V."	AW
186.154.128.0/20	19429	Colombia	CO
186.158.200.0/24	11664	"Techtel LMDS Comunicaciones Interactivas S.A."	AR
186.178.64.0/18			EC
186.179.136.0/21	27775	"Telecommunicationcompany Suriname - TeleSur"	SR
186.18.168.0/22	27747	"Telecentro S.A."	AR
186.193.116.0/22	53143	"& RAPCHAN LTDA. - ME"	BR
186.193.196.0/24	262730	"Byteweb Comunicação Multimídia Ltda."	BR
186.193.56.0/21	53135	"Nettel Telecomunicações Ltda."	BR
186.202.0.0/16	27715	"Locaweb Serviços de Internet S/A"	BR
186.202.128.0/19	27715	"Locaweb Serviços de Internet S/A"	BR
186.202.64.0/19	27715	"Locaweb Serviços de Internet S/A"	BR
186.204.0.0/14	28573	S.A.	BR
186.204.0.0/16	28573	S.A.	BR
186.205.192.0/19	28573	S.A.	BR
186.207.208.0/20	28573	S.A.	BR
186.208.192.0/20	28279	"Telgo Telecomunicações Goiás Ltda."	BR
186.208.255.0/24	263098	"Eyes Nwhere Sistemas Inteligentes de Imagem Ltda"	BR
186.209.24.0/21	28343	"TELECOMUNICACOES LTDA"	BR
186.210.0.0/16	53006	"TELECOM S/A"	BR
186.212.224.0/20	18881	"Global Village Telecom"	BR
186.213.0.0/19	18881	"Global Village Telecom"	BR
186.216.180.0/22	262753	"TELECOMUNICACOES LTDA"	BR
186.216.192.0/20	52973	Telecom	BR
186.219.216.0/22	262971	NET	BR
186.22.0.0/15	27747	"Telecentro S.A."	AR
186.220.0.0/16	28573	S.A.	BR
186.222.128.0/18	28573	S.A.	BR
186.222.240.0/21	28573	S.A.	BR
186.222.64.0/19	28573	S.A.	BR
186.223.0.0/22	28573	S.A.	BR
186.223.192.0/20	28573	S.A.	BR
186.224.240.0/20	262758	"Unisites Serviços de Informática EIRELI"	BR
186.225.182.0/23	263099	"Sistema de Telecom. Inf e Wireless LTDA"	BR
186.225.253.0/24	53175	"Unetvale Servicos e Equipamentos LTDA"	BR
186.225.72.0/21	53172	"Next Telecomunicações do Brasil LTDA"	BR
186.226.251.0/24	263011	"6P Telecom Ltda"	BR
186.227.186.0/23	262975	"A. C. VERA FILHO TELECOMUNICACOES E INFORMATICA -"	BR
186.227.192.0/20	53055	"HostDime.com.br Data Center"	BR
186.227.192.0/21	53055	"HostDime.com.br Data Center"	BR
186.227.200.0/21	53055	"HostDime.com.br Data Center"	BR
186.228.160.0/19	26615	"Tim Celular S.A."	BR
186.229.0.0/16	26615	"Tim Celular S.A."	BR
186.232.155.0/24	263059	"Cleber Luciano dos Anjos"	BR
186.233.144.0/21	262790	"Central Server Informática Ltda"	BR
186.233.250.0/24	263093	"Hostgator Brasil Hospedagem e suporte tecnico LTDA"	BR
186.233.251.0/24	263093	"Hostgator Brasil Hospedagem e suporte tecnico LTDA"	BR
186.237.48.0/21	263009	"TELECOM SERVIÇOS DE INFORMÁTICA LTDA."	BR
186.241.0.0/16	7738	"Telemar Norte Leste S.A."	BR
186.241.32.0/19	7738	"Telemar Norte Leste S.A."	BR
186.244.192.0/19	7738	"Telemar Norte Leste S.A."	BR
186.247.128.0/19	7738	"Telemar Norte Leste S.A."	BR
186.250.223.0/24	263555	"infinity brasil telecom ltda me"	BR
186.27.144.0/20	10299	EMCATEL	CO
186.3.32.0/19	27947	"Telconet S.A"	EC
186.32.14.0/23	262197	"CABLE COSTA RICA S.A."	CR
186.33.233.0/24	52361	"Empresa Argentina de Soluciones Satelitales S.A."	AR
186.60.0.0/14	22927	"Telefonica de Argentina"	AR
186.80.0.0/14	10620	"Telmex Colombia S.A."	CO
186.88.0.0/13	8048	"Servicios, Venezuela"	VE
186.92.0.0/19	8048	"Servicios, Venezuela"	VE
187.0.0.0/20	28283	"Adylnet Telecom"	BR
187.10.0.0/15	27699	"TELEFÔNICA BRASIL S.A"	BR
187.100.0.0/15	27699	"TELEFÔNICA BRASIL S.A"	BR
187.102.128.0/19	17222	"Mundivox LTDA"	BR
187.105.64.0/19	28573	S.A.	BR
187.106.32.0/19	28573	S.A.	BR
187.109.8.0/21	53110	"SystemsFox prestação de serviços LTDA"	BR
187.111.224.0/19	28220	"SERVICOS DE TELECOMUNICACOES LTDA"	BR
187.112.0.0/14	18881	"Global Village Telecom"	BR
187.113.0.0/18	18881	"Global Village Telecom"	BR
187.113.160.0/20	18881	"Global Village Telecom"	BR
187.114.64.0/19	18881	"Global Village Telecom"	BR
